name,month,day,time,year,timeZone,insertions,deletions
Tiago Vignatti,May,8,14:58:02,2012,300,1,0
Kristian Høgsberg,May,7,23:45:20,2012,-400,0,0
Kristian Høgsberg,May,7,23:41:48,2012,-400,34,0
Kristian Høgsberg,May,7,22:43:56,2012,-400,17,0
Kristian Høgsberg,May,7,22:23:05,2012,-400,25,0
Daniel Stone,May,4,11:21:20,2012,100,5,0
Kristian Høgsberg,May,3,15:41:50,2012,-400,1,0
Daniel Stone,May,1,20:30:12,2012,100,1,0
Kristian Høgsberg,May,2,9:39:17,2012,-400,9,0
Nicolas Pouillon,May,2,8:46:47,2012,200,0,0
Kristian Høgsberg,May,1,13:50:23,2012,-400,8,0
Kristian Høgsberg,Apr,27,11:31:07,2012,-400,0,0
Kristian Høgsberg,Apr,27,11:28:06,2012,-400,0,0
Kristian Høgsberg,Apr,27,11:26:57,2012,-400,0,0
Kristian Høgsberg,Apr,26,8:06:43,2012,-400,4,0
Kristian Høgsberg,Apr,25,10:12:21,2012,-400,0,0
Pekka Paalanen,Mar,22,14:24:18,2012,200,2,2
Pekka Paalanen,Mar,22,14:16:10,2012,200,29,8
Pekka Paalanen,Mar,22,15:02:05,2012,200,74,1
Pekka Paalanen,Mar,21,16:00:23,2012,200,229,1
Pekka Paalanen,Apr,23,14:36:32,2012,300,3,0
Pekka Paalanen,Apr,23,13:55:55,2012,300,4,0
Pekka Paalanen,Apr,23,12:10:45,2012,300,9,0
Pekka Paalanen,Apr,23,11:37:40,2012,300,0,0
Kristian Høgsberg,Apr,22,14:17:02,2012,-400,0,0
Kristian Høgsberg,Apr,22,14:16:08,2012,-400,0,0
Kristian Høgsberg,Apr,22,13:49:35,2012,-400,94,0
Kristian Høgsberg,Apr,21,23:50:09,2012,-400,5,0
Kristian Høgsberg,Apr,20,13:43:08,2012,-400,0,0
Casey Dahlin,Apr,17,17:22:45,2012,-400,0,0
Pekka Paalanen,Apr,20,14:33:49,2012,300,0,0
Pekka Paalanen,Mar,21,11:11:26,2012,200,211,3
Pekka Paalanen,Apr,20,14:22:51,2012,300,4,0
Pekka Paalanen,Apr,20,11:21:34,2012,300,0,0
Pekka Paalanen,Apr,19,16:52:32,2012,300,1,0
Scott Moreau,Apr,16,11:25:39,2012,-600,4,0
Kristian Høgsberg,Apr,19,12:37:40,2012,-400,0,0
Kristian Høgsberg,Apr,19,12:07:20,2012,-400,0,0
Pekka Paalanen,Apr,19,14:46:52,2012,300,0,0
Pekka Paalanen,Apr,19,14:26:51,2012,300,3,0
Pekka Paalanen,Apr,19,14:06:08,2012,300,6,0
Pekka Paalanen,Apr,19,12:14:19,2012,300,0,0
Pekka Paalanen,Apr,19,12:12:13,2012,300,6,0
Pekka Paalanen,Apr,17,15:16:38,2012,300,2,0
Kristian Høgsberg,Apr,13,12:51:40,2012,-400,0,0
Kristian Høgsberg,Apr,13,12:48:38,2012,-400,3,0
Kristian Høgsberg,Apr,13,10:39:24,2012,-400,0,0
Kristian Høgsberg,Apr,13,10:13:49,2012,-400,2,0
Kristian Høgsberg,Apr,13,10:13:21,2012,-400,1,0
Kristian Høgsberg,Apr,13,10:11:11,2012,-400,8,0
Kristian Høgsberg,Apr,13,9:53:15,2012,-400,2,0
Neil Roberts,Apr,11,16:59:05,2012,100,4,0,,
Kristian Høgsberg,Apr,12,17:43:12,2012,-400,0,0,,
Kristian Høgsberg,Apr,12,15:29:48,2012,-400,69,0,,
Kristian Høgsberg,Apr,11,22:25:51,2012,-400,93,0,,
Jørgen Lind,Apr,6,13:27:57,2012,200,7,0,,
Benjamin Franzke,Apr,6,15:54:38,2012,200,1,0,,
Kristian Høgsberg,Apr,3,12:08:50,2012,-400,147,54,,_
Alex Wu,Apr,1,20:13:07,2012,800,8,0,,
Kristian Høgsberg,Mar,30,11:27:02,2012,-400,4,4,,
Kristian Høgsberg,Mar,30,10:41:38,2012,-400,5,5,,
Kristian Høgsberg,Mar,30,10:36:57,2012,-400,3,3,,
Kristian Høgsberg,Mar,30,10:28:39,2012,-400,2,2,,
Kristian Høgsberg,Mar,30,10:24:29,2012,-400,2,2,,
Pekka Paalanen,Mar,30,16:38:39,2012,300,3,3,,
Pekka Paalanen,Mar,23,14:00:32,2012,200,1,1,,
Pekka Paalanen,Mar,22,11:33:35,2012,200,2,2,,
Pekka Paalanen,Mar,22,17:21:58,2012,200,2,1
Pekka Paalanen,Mar,22,11:30:35,2012,200,1,1
Kristian Høgsberg,Mar,29,14:11:16,2012,-400,1,0
Kristian Høgsberg,Mar,29,13:34:08,2012,-400,17,0
Kristian Høgsberg,Mar,28,23:13:59,2012,-400,2,0
Peter Hutterer,Mar,29,10:50:13,2012,1000,383,383
Peter Hutterer,Mar,29,10:50:12,2012,1000,694,694
Peter Hutterer,Mar,29,10:50:11,2012,1000,80,0
Peter Hutterer,Mar,29,10:50:10,2012,1000,947,661
Kristian Høgsberg,Mar,27,16:36:25,2012,-400,2,1
Ander Conselvan de Oliveira,Mar,27,17:36:35,2012,300,8,0
Kristian Høgsberg,Mar,26,16:33:24,2012,-400,10,73
U. Artie Eoff,Mar,23,10:01:23,2012,-700,37,1
Kristian Høgsberg,Mar,24,14:34:05,2012,-400,22,0
Kristian Høgsberg,Mar,24,14:27:30,2012,-400,24,0
Kristian Høgsberg,Mar,23,16:57:34,2012,-400,8,0
Kristian Høgsberg,Mar,23,16:56:19,2012,-400,25,23
Kristian Høgsberg,Mar,23,11:41:34,2012,-400,51,0
Kristian Høgsberg,Mar,23,11:32:17,2012,-400,42,16
Kristian Høgsberg,Mar,23,0:48:19,2012,-400,7,5
Kristian Høgsberg,Mar,23,0:27:04,2012,-400,1,1
Scott Moreau,Mar,20,9:10:18,2012,-600,16,0
Kristian Høgsberg,Mar,21,10:32:06,2012,-400,1,0
Jonas Ådahl,Mar,21,10:31:24,2012,100,49,50
Kristian Høgsberg,Mar,21,10:29:47,2012,-400,70,0
Bill Spitzak,Mar,18,18:54:21,2012,-700,2,1
Üstün Ergeno_lu,Mar,17,19:09:39,2012,200,9,1
Ander Conselvan de Oliveira,Mar,14,14:47:40,2012,200,58,2
Ander Conselvan de Oliveira,Mar,13,13:16:13,2012,200,2,1
Kristian Høgsberg,Mar,20,12:32:51,2012,-400,166,38
Kristian Høgsberg,Mar,16,9:26:05,2012,-400,1,1
Ander Conselvan de Oliveira,Mar,9,12:51:42,2012,200,26,4
Kristian Høgsberg,Mar,5,22:29:53,2012,-500,23,16
Kristian Høgsberg,Mar,5,22:26:17,2012,-500,77,0
Kristian Høgsberg,Mar,5,21:53:38,2012,-500,22,0
Kristian Høgsberg,Mar,5,21:40:01,2012,-500,6,9
Kristian Høgsberg,Mar,5,21:38:25,2012,-500,165,1
Kristian Høgsberg,Mar,5,21:14:57,2012,-500,46,0
Kristian Høgsberg,Mar,5,21:02:53,2012,-500,2,0
Gaetan Nadon,Mar,3,17:32:59,2012,-500,1,1
Kristian Høgsberg,Mar,5,10:31:53,2012,-500,22,1
Gaetan Nadon,Mar,4,12:15:31,2012,-500,1,1
Gaetan Nadon,Mar,3,17:32:58,2012,-500,538,522
Gaetan Nadon,Mar,3,17:32:57,2012,-500,4,2
Kristian Høgsberg,Mar,4,13:40:49,2012,-500,27,6
Kristian Høgsberg,Mar,3,0:39:42,2012,-500,1,1
Kristian Høgsberg,Mar,3,0:29:21,2012,-500,59,0
Kristian Høgsberg,Mar,2,23:42:46,2012,-500,145,2
Kristian Høgsberg,Mar,2,23:42:07,2012,-500,2,1
Kristian Høgsberg,Mar,2,23:38:31,2012,-500,3,1
Kristian Høgsberg,Mar,2,22:45:28,2012,-500,1,1
Kristian Høgsberg,Mar,2,18:03:16,2012,-500,281,1
Ander Conselvan de Oliveira,Mar,2,15:45:56,2012,200,41,16
Pekka Paalanen,Mar,2,18:09:27,2012,200,7,5
Pekka Paalanen,Mar,2,17:08:59,2012,200,32,48
Pekka Paalanen,Mar,2,15:16:33,2012,200,51,8
Kristian Høgsberg,Mar,1,22:46:07,2012,-500,8,7
Ander Conselvan de Oliveira,Mar,1,14:09:42,2012,200,19,1
Ander Conselvan de Oliveira,Mar,1,14:09:41,2012,200,4,1
Kristian Høgsberg,Feb,29,12:49:25,2012,-500,2,2
Rob Bradford,Feb,28,16:48:26,2012,0,34,19
Kristian Høgsberg,Feb,29,11:07:48,2012,-500,39,15
Peter Hutterer,Feb,29,11:49:16,2012,1000,18,4
Peter Hutterer,Feb,24,17:31:51,2012,1000,122,2
Peter Hutterer,Feb,24,9:42:05,2012,1000,45,1
Peter Hutterer,Feb,29,8:42:26,2012,1000,5,0
Peter Hutterer,Feb,24,11:01:39,2012,1000,319,0
Peter Hutterer,Feb,24,9:47:44,2012,1000,16,9
Peter Hutterer,Feb,24,9:37:02,2012,1000,154,0
Peter Hutterer,Feb,29,10:40:53,2012,1000,4,3
Kristian Høgsberg,Feb,28,16:42:17,2012,-500,39,0
Samuel Rødal,Feb,27,16:57:42,2012,100,3,1
Samuel Rødal,Feb,27,17:10:03,2012,100,2,2
Üstün Ergeno_lu,Feb,25,12:56:32,2012,200,12,4
Kristian Høgsberg,Feb,23,16:41:46,2012,-500,43,43
Peter Hutterer,Feb,23,15:58:37,2012,1000,258,2
Peter Hutterer,Feb,23,15:55:41,2012,1000,1,1
Peter Hutterer,Feb,23,15:55:40,2012,1000,1,1
Peter Hutterer,Feb,23,15:55:39,2012,1000,2,1
Peter Hutterer,Feb,23,15:55:38,2012,1000,3,3
Thiago Macieira,Feb,23,19:50:37,2012,100,1,0
Kristian Høgsberg,Feb,23,14:50:06,2012,-500,76,0
Kristian Høgsberg,Feb,18,1:25:44,2012,-500,25,17
Scott Moreau,Feb,18,5:05:28,2012,-700,59,0
Scott Moreau,Feb,18,5:05:27,2012,-700,39,38
